# Created from matlab git hash 44e5d814ece930399b58c9298dbb19a28bd9b520
# name: foo
# type: matrix
# rows: 64
# columns: 64
1 1.322564533064733e-33 3.517427340196804e-33 6.163691319076017e-33 -3.172268281588006e-33 2.056224262513973e-35 -7.365759718406375e-33 4.09324474485697e-33 5.259911878178895e-34 -7.864595406547808e-34 4.913046380192136e-33 -9.405976855628151e-34 2.066735143328291e-33 2.295028370407799e-33 -1.249929441847895e-33 -1.702257078124968e-34 9.899802849547564e-34 2.763622921074641e-35 2.447594365843494e-34 1.313717310304516e-46 -5.507636705609215e-34 2.763622923976451e-35 1.015131414352397e-33 1.970575965456774e-46 -5.507636705565846e-34 1.56838018472412e-33 1.785503392098008e-33 1.689187296778268e-46 -5.507636705591684e-34 -1.513107726266364e-33 -2.066356496671187e-33 0 7.85269319181227e-47 -5.062043898571148e-34 2.085626164362437e-33 6.560033704450285e-47 -7.528236586559759e-47 -5.062043898309506e-34 2.08562616436467e-33 1.740504379212038e-46 -2.753446293117791e-47 -5.062043898550621e-34 2.085626164366969e-33 5.773171773799143e-47 -7.159229497214371e-47 -5.062043898266181e-34 3.626370119874043e-33 3.061919251881619e-47 3.488159279456222e-47 -5.062043898573721e-34 5.448822088537646e-34 7.210050081944707e-47 -4.807056464082303e-47 -5.062043898305579e-34 3.626370119874787e-33 6.380423915932089e-47 4.058977098592656e-47 -5.062043898542917e-34 2.08562616436675e-33 1.093909140546534e-46 -5.330029364914713e-47 -5.06204389826679e-34 5.448822088537865e-34 -2.728358216062113e-47
-5.934943033957744e-34 1 -1.537830648027896e-32 4.490281375678838e-31 -4.633973771442702e-33 1.103574116216728e-31 -1.228397684724436e-32 6.059127266353905e-31 -1.449437023880211e-33 -5.206597475441946e-32 -5.039499176103417e-34 2.934146799840151e-32 9.058943811631768e-34 1.005815499211926e-31 -3.598922615610515e-33 2.035642517758523e-31 -4.598010586065806e-46 -1.964529903523793e-32 -2.513339591424545e-32 3.769220483574327e-32 -1.007106181693121e-33 3.058336799709181e-32 -1.211727359278991e-33 1.329547652230234e-31 4.29261761695087e-35 1.359341480875598e-32 3.943691812831148e-35 3.763697042791252e-32 -3.591459939745397e-33 -1.757870166352878e-32 7.417957826224514e-33 9.547427063176418e-32 -8.869380271673343e-35 -2.036222822826049e-33 3.428004249646453e-33 2.787063221303121e-33 -9.128529492476335e-35 -5.30522075413348e-33 -1.198041761206466e-33 8.657598194111565e-34 1.60399344604859e-33 -1.178329298832234e-32 -1.681212109246842e-34 -3.110076967729025e-33 -3.916774410563924e-34 -8.15573629930339e-33 -7.260653681578482e-34 -3.89701927542288e-33 8.874720919407468e-34 -1.239590892243552e-32 4.516711536462745e-34 -1.185824226890832e-32 -2.091538894632124e-34 -8.729565781830027e-33 1.84396300651401e-33 4.588427539457297e-32 5.322181816744454e-33 -2.379515224252254e-34 -7.886171002984134e-35 6.700187034423874e-33 2.109360087310397e-34 4.702596289055527e-34 4.26026623892286e-33 6.69608971800107e-33
6.885285245938947e-34 3.503246160812043e-46 1 6.875850203469746e-33 -8.651473119561368e-31 -9.458764634192515e-45 8.487669242740486e-32 -1.899050434895253e-32 -4.917818059387974e-32 -9.694449341062668e-32 -7.004428621311059e-31 -2.533508241291961e-31 -1.495409694449153e-32 2.3252148931098e-31 -2.390469729423555e-31 5.131631400573457e-31 -1.713687539172802e-32 7.906070731027743e-32 -3.369383632494558e-32 -2.126109060652104e-31 -2.888219299124339e-33 -6.444671961369236e-33 3.510184134124417e-32 -1.114078628025052e-31 -3.447934530409638e-33 -1.193663835546369e-32 -1.478590136432378e-32 3.950779492965005e-32 -6.34735689818496e-33 -1.284656377138395e-32 -5.927277474665741e-32 -4.622374402883223e-32 1.004784866422701e-33 3.214701794100981e-32 -1.647985023737335e-32 -1.797588500102684e-32 -3.314506211011252e-33 5.121111474625328e-32 -8.558403290207686e-34 4.006624589871613e-32 -7.437903535693211e-34 -1.459995796244075e-32 -1.852603527281947e-32 -3.024302158445188e-32 -6.429367891708973e-35 5.781974472370464e-33 7.63913717692912e-33 -4.424561818106853e-33 -1.898374248262304e-34 -7.613064149579201e-35 -2.414264461631144e-32 -1.367512717396639e-33 1.83130765813491e-33 3.457849474419458e-34 -2.066808462426304e-32 5.857249725887733e-33 2.315611293767578e-33 1.095490148085304e-32 -2.299205044504758e-32 -3.854050794542241e-33 -1.856428990016863e-33 8.538841209942018e-33 -1.959632917366378e-33 -9.887804826177059e-32
1.261640123491321e-33 4.654899939823316e-31 -2.4435343101828e-33 1 -1.649102066810743e-32 -1.541288900003778e-29 -1.304959194902486e-44 -2.649858981249503e-32 1.098794723997966e-31 5.169922786991481e-31 3.074188590061953e-30 1.916233076728613e-31 -1.800667166101122e-32 -4.146914219474009e-31 2.699643981840529e-32 1.315356234390844e-31 -4.99624858027994e-32 2.273132805820355e-31 -4.066507595761971e-31 2.49495132842719e-31 -1.844366250606246e-32 -1.262354259218694e-33 1.796840036405243e-31 -7.83928419392713e-33 1.15654602108176e-32 -1.96996778305662e-32 -1.447789267480302e-31 -7.017718504182388e-32 -5.100976068439116e-33 -3.1250658089369e-32 4.06956112561646e-31 -3.902097143300159e-31 2.091987377448621e-32 -5.175617283008194e-32 2.633206263880833e-32 -3.974322572739179e-32 -1.512683256659839e-32 -6.125329193204948e-32 2.242253643951673e-32 4.857404770842835e-32 -3.610162116981549e-33 -4.055597927419038e-33 1.149157077381928e-31 -3.739621290031471e-32 -1.003686671759519e-33 2.411202125368238e-32 2.078055175253285e-32 3.002284743740246e-32 2.861381029576336e-35 -3.513187168028865e-32 9.541654469080272e-33 1.318264569246811e-32 9.741292686495098e-33 4.160104185099376e-33 3.596075572577272e-32 -2.486397748734521e-33 1.960116832753692e-33 -3.981579455540789e-32 -8.045199158231985e-32 6.251194771947145e-32 -7.912171679218836e-33 -1.575577940708189e-31 -8.776544494818578e-32 -1.375816253231215e-31
-2.209506758100319e-33 -1.606102492877185e-32 4.446663529345213e-31 3.775427222181593e-32 1 -1.839572306835151e-34 1.835305525157696e-31 8.344948304014048e-33 -1.918037914335136e-33 -2.923218007811203e-30 -9.251503164897435e-33 3.126828221096422e-33 1.918037914336713e-33 -3.387669233956766e-30 3.088527342817993e-33 -3.126828221103867e-33 2.322937380559353e-31 -2.95859660317244e-33 -8.047625638562155e-31 -1.235636017005084e-31 1.677039715012864e-31 -5.859606293325398e-31 1.359281696971698e-30 -2.187571128742671e-31 -2.32293738055928e-31 -7.859023086178509e-31 8.047625638562029e-31 2.495598854788626e-32 2.951125480395926e-32 5.85960629332533e-31 -5.704207917507192e-31 1.201494997216432e-31 -1.761479577276966e-32 4.75680832804171e-32 -4.92431566917174e-32 5.518117832550788e-32 -1.27995732683938e-33 -8.411670358009006e-33 -3.028407513356691e-31 -3.451421748972572e-32 -1.763289544765508e-32 1.806236347514925e-32 7.938413142409146e-32 4.050340257650167e-32 -1.924636280667747e-32 3.436791328354786e-31 2.651291067271981e-31 5.75855827269865e-32 -3.168901080354538e-32 1.496471430248551e-31 2.464583829969725e-31 1.420340479797384e-31 1.279957326838789e-33 8.411670358008973e-33 7.017911877793287e-33 3.451421748972645e-32 5.306943803578317e-33 6.589539813012765e-33 1.922348172853475e-32 8.800403999809711e-33 1.924636280667996e-32 -3.436791328354686e-31 -4.623443330324498e-31 1.396296435782635e-31
5.673728482663799e-33 -4.007830337559896e-31 -3.173454193994021e-32 -5.898302403413715e-30 -1.409351056949672e-33 1 -7.550919835361199e-33 -6.787291781517708e-30 -3.710113834196357e-32 5.99136304059614e-30 5.008020125130448e-31 2.381668264975442e-32 -8.351564461245819e-32 -1.283886524480366e-29 3.952707518465183e-31 -1.599797331965186e-32 -2.461137752906949e-31 -1.568121476555009e-31 9.847809830528383e-31 4.057045779820834e-32 -1.873555566453393e-31 -5.306131627942902e-32 -1.632753282900246e-31 2.129758863200953e-31 2.498591150619579e-31 -1.036853236260171e-30 7.155811028875434e-31 -3.893447276645274e-32 -3.224570764159199e-31 6.777591364120867e-31 -1.11340830456479e-31 -1.024319301567646e-31 -1.009376511100569e-32 4.438344663426512e-32 1.352879897718646e-31 -3.792462980791158e-32 -2.958877743253209e-32 3.076875042396399e-33 -2.934413493985539e-32 -5.761512729061066e-32 1.862802999270019e-32 -1.964362646483716e-32 5.254136576600168e-32 3.21746260868143e-32 7.155392327974094e-32 7.906656772677233e-32 -3.901527867628982e-31 -1.195812135842784e-31 -8.802447483272837e-32 2.56941036290694e-31 1.49698082084925e-31 -8.969940397505109e-32 -1.134769398545872e-32 -4.511743751412317e-32 5.241954012994491e-32 -2.277299667840015e-33 1.315236645888341e-32 -1.974724305639459e-33 7.767858382765857e-33 -2.345373263457033e-32 3.909039082609128e-32 1.773920778539565e-31 1.725896582110763e-31 1.09556655712016e-31
1.922416981645832e-32 -1.735394573041951e-32 6.590263460052452e-30 -1.407937922970628e-32 7.613136330136552e-33 4.75073455170863e-33 1 -1.78869735333254e-34 5.533680435294763e-31 1.219001313956499e-31 1.040289828842536e-30 -1.110357573710078e-31 -3.494373211653347e-31 1.644736788841855e-32 1.628200168968901e-30 3.604020454951748e-32 -2.351254239108069e-32 -4.369144615465548e-32 4.70724179594788e-31 1.216434685739942e-31 -1.461884964911391e-32 -5.437178001912843e-32 -2.028980850439985e-31 -3.292151831331034e-31 -1.165221992092738e-32 9.915139503399736e-32 4.374042558859872e-31 3.325819883586394e-32 -6.741320294397244e-33 1.513770871737079e-32 -1.795056437721956e-31 -2.722406464893073e-31 -4.249521930476681e-33 1.802251835435e-32 6.568086257631444e-32 2.500378964472213e-32 -7.602970849678896e-33 2.081656689809317e-32 7.344284179991219e-32 1.433429173609538e-32 -8.005603761810034e-33 1.778950061354489e-32 4.125549604251907e-32 -1.235860000773845e-31 4.011716032658883e-33 -4.616279029910223e-32 8.097218464864168e-32 -5.453319671234569e-33 5.885314456397772e-33 5.254665901664152e-33 -1.071986656008645e-32 -1.712652619508328e-32 -7.18545803014421e-33 2.61953719096102e-32 2.84666890810257e-33 4.515489620916898e-33 5.768095092453533e-33 6.979720938280724e-33 -3.154987166502922e-32 -4.053460351009371e-33 3.152577468404461e-33 5.164505821738776e-32 3.297912355876061e-32 -2.260298603098343e-31
-1.392668144917679e-32 -5.464871198901624e-32 -1.21887661624234e-32 1.104948976938555e-31 -6.361098601344599e-33 5.790162879282783e-31 8.007131026161921e-33 1 7.065102679097689e-32 -1.16675679368189e-30 1.305002920123274e-31 5.669755428433213e-31 -2.869102922749595e-31 -2.707414937771726e-31 2.021878916223259e-31 -1.867944936715323e-31 7.486022730809783e-32 -5.144761460640629e-32 -5.140424333571667e-31 1.546705607552598e-32 3.332888828874281e-32 -1.102596631377144e-31 -1.737495474715677e-31 2.431171524772831e-31 -7.978413651842811e-33 -4.807805347224527e-32 2.218708880009261e-32 2.343779397910789e-31 5.632958883699174e-32 -6.222899350842168e-32 -4.670716055478174e-32 -3.293792134927356e-31 -5.567843778471219e-33 -1.353521296032916e-32 -8.955443523205311e-32 -9.58566540342479e-34 9.080656203612975e-33 -1.777025033561969e-33 -8.783998491178256e-32 7.604071511090394e-33 1.76604557982724e-32 -2.7664145881898e-33 -1.651491060943039e-32 -5.440434532548104e-32 -4.07955414310065e-33 -1.984927292785547e-32 -3.740422354768318e-33 -2.566065654330369e-32 3.0193169617641e-35 -3.529780078465739e-34 1.225987821589403e-32 -1.217034535823811e-31 -1.339480852723877e-32 -7.393645964042478e-33 3.843442716109789e-32 5.286727167775783e-32 -1.138996750306221e-33 8.256426417455011e-34 9.934874133223372e-32 -9.833820265750876e-34 -2.37776887436443e-33 8.453269652856259e-32 1.835416310547057e-32 -1.158907361068165e-31
2.402307215100176e-33 -4.054773546765698e-33 2.571722747752814e-31 3.374614446018942e-31 2.144086757746947e-32 -1.184525055014886e-31 5.866255153849142e-31 7.338437495292969e-31 1 -1.381622132142064e-33 -1.822863263312327e-32 5.136430621628664e-34 1.294543685799153e-45 3.859699453650944e-45 -7.969068630850933e-45 -1.966814188369239e-45 -1.536851089666209e-32 6.210157484703579e-30 2.368110031941172e-33 3.466140097833826e-33 1.536851089663314e-32 -6.21015748470362e-30 -2.368110031979308e-33 -5.276994667413128e-32 2.178988308990695e-47 -1.137394314302727e-46 3.481936097980508e-46 -1.537963225318189e-45 2.910242073685526e-46 5.897100798681697e-46 -1.827464019003839e-45 -2.979513828217072e-46 -5.047304744933706e-32 -8.311781987856611e-31 -2.057304842488394e-31 8.351925305478048e-32 1.391186011502081e-31 5.517455364403029e-31 7.808239816948175e-31 -1.543487565914888e-32 -1.46742178855907e-31 4.231729356466692e-32 1.783452294690826e-30 1.508836009784149e-32 2.553118514602898e-31 2.37115368780701e-31 -7.808239816948153e-31 1.543487565914604e-32 -1.644306523018432e-47 -1.765920681098071e-46 -7.416188066576735e-47 -3.922414242035921e-46 -2.124704274896525e-47 -1.828949636615428e-46 1.56613482045822e-46 -2.931553080619141e-46 5.564595210054132e-47 -3.962180717198116e-47 -2.578770339082934e-46 -2.645365794327064e-46 8.656048948423701e-48 2.59664576960749e-46 -3.956951723625226e-46 4.69391118414473e-46
-9.002745924685861e-33 2.444301685990221e-32 2.759803484108605e-31 -3.888056052533231e-31 2.405439670147388e-30 7.083790192678109e-30 -1.762161033170044e-31 -6.533343826980196e-31 -2.138813710423631e-33 1 1.197401056881291e-32 -6.062238600946126e-30 2.436274931787811e-45 -4.907025356495476e-43 -2.358070842063642e-44 5.097735464504888e-45 -1.02568775514909e-32 -7.22962440571883e-30 -1.145285965369514e-31 -1.583908479510052e-31 -5.730547519443169e-33 -3.848054488553024e-30 6.677435840402804e-31 3.663031498900998e-34 1.754355708166577e-44 -5.011163445097298e-44 -9.645651982088757e-44 -1.963705023016647e-44 -1.627948290499779e-44 -5.795513412243353e-44 9.650055210910025e-44 -8.495804787521552e-45 -5.940788221444032e-32 3.081807521093696e-31 2.53651906842708e-31 2.48170178829898e-31 4.132804340041609e-31 -9.810487837519736e-32 8.788348736330864e-32 -7.361503016930655e-32 -3.294946287229195e-31 -9.565596076853012e-31 -9.263688936735951e-31 -1.037872836517969e-31 2.103638149616941e-31 -5.374957515020744e-31 -9.577491997182023e-31 -2.403642787926246e-31 3.473601449684706e-45 -1.523348523893677e-44 -1.713227787275203e-44 -2.155349242465354e-44 1.25855801384802e-45 -5.072439161653551e-46 -6.198205007049701e-45 6.46716338640056e-45 -1.406493194333341e-45 -2.542867293631848e-45 5.964194994278086e-45 4.138220765514916e-45 -3.849679377735706e-45 -8.864860945135698e-45 1.864376639191421e-44 -1.386696528266516e-44
