# Created from matlab git hash 44e5d814ece930399b58c9298dbb19a28bd9b520
# name: foo
# type: matrix
# rows: 16
# columns: 16
1 1.322564533064733e-33 3.517427340196804e-33 6.163691319076017e-33 -3.172268281588006e-33 2.056224262513973e-35 -7.365759718406375e-33 4.09324474485697e-33 5.259911878178895e-34 -7.864595406547808e-34 4.913046380192136e-33 -9.405976855628151e-34 2.066735143328291e-33 2.295028370407799e-33 -1.249929441847895e-33 -1.702257078124968e-34
-5.934943033957744e-34 1 -1.537830648027896e-32 4.490281375678838e-31 -4.633973771442702e-33 1.103574116216728e-31 -1.228397684724436e-32 6.059127266353905e-31 -1.449437023880211e-33 -5.206597475441946e-32 -5.039499176103417e-34 2.934146799840151e-32 9.058943811631768e-34 1.005815499211926e-31 -3.598922615610515e-33 2.035642517758523e-31
6.885285245938947e-34 3.503246160812043e-46 1 6.875850203469746e-33 -8.651473119561368e-31 -9.458764634192515e-45 8.487669242740486e-32 -1.899050434895253e-32 -4.917818059387974e-32 -9.694449341062668e-32 -7.004428621311059e-31 -2.533508241291961e-31 -1.495409694449153e-32 2.3252148931098e-31 -2.390469729423555e-31 5.131631400573457e-31
1.261640123491321e-33 4.654899939823316e-31 -2.4435343101828e-33 1 -1.649102066810743e-32 -1.541288900003778e-29 -1.304959194902486e-44 -2.649858981249503e-32 1.098794723997966e-31 5.169922786991481e-31 3.074188590061953e-30 1.916233076728613e-31 -1.800667166101122e-32 -4.146914219474009e-31 2.699643981840529e-32 1.315356234390844e-31
-2.209506758100319e-33 -1.606102492877185e-32 4.446663529345213e-31 3.775427222181593e-32 1 -1.839572306835151e-34 1.835305525157696e-31 8.344948304014048e-33 -1.918037914335136e-33 -2.923218007811203e-30 -9.251503164897435e-33 3.126828221096422e-33 1.918037914336713e-33 -3.387669233956766e-30 3.088527342817993e-33 -3.126828221103867e-33
5.673728482663799e-33 -4.007830337559896e-31 -3.173454193994021e-32 -5.898302403413715e-30 -1.409351056949672e-33 1 -7.550919835361199e-33 -6.787291781517708e-30 -3.710113834196357e-32 5.99136304059614e-30 5.008020125130448e-31 2.381668264975442e-32 -8.351564461245819e-32 -1.283886524480366e-29 3.952707518465183e-31 -1.599797331965186e-32
1.922416981645832e-32 -1.735394573041951e-32 6.590263460052452e-30 -1.407937922970628e-32 7.613136330136552e-33 4.75073455170863e-33 1 -1.78869735333254e-34 5.533680435294763e-31 1.219001313956499e-31 1.040289828842536e-30 -1.110357573710078e-31 -3.494373211653347e-31 1.644736788841855e-32 1.628200168968901e-30 3.604020454951748e-32
-1.392668144917679e-32 -5.464871198901624e-32 -1.21887661624234e-32 1.104948976938555e-31 -6.361098601344599e-33 5.790162879282783e-31 8.007131026161921e-33 1 7.065102679097689e-32 -1.16675679368189e-30 1.305002920123274e-31 5.669755428433213e-31 -2.869102922749595e-31 -2.707414937771726e-31 2.021878916223259e-31 -1.867944936715323e-31
2.402307215100176e-33 -4.054773546765698e-33 2.571722747752814e-31 3.374614446018942e-31 2.144086757746947e-32 -1.184525055014886e-31 5.866255153849142e-31 7.338437495292969e-31 1 -1.381622132142064e-33 -1.822863263312327e-32 5.136430621628664e-34 1.294543685799153e-45 3.859699453650944e-45 -7.969068630850933e-45 -1.966814188369239e-45
-9.002745924685861e-33 2.444301685990221e-32 2.759803484108605e-31 -3.888056052533231e-31 2.405439670147388e-30 7.083790192678109e-30 -1.762161033170044e-31 -6.533343826980196e-31 -2.138813710423631e-33 1 1.197401056881291e-32 -6.062238600946126e-30 2.436274931787811e-45 -4.907025356495476e-43 -2.358070842063642e-44 5.097735464504888e-45
